,Season,Player,Team,Position,Minutes,Shots,SoT,G,Player_ID,Count
1161,2023,Noah-Allen,MIA,FB,1346,9,4,1,Noah-Allen-2023-1,1
1162,2021,Alan-Franco,ATL,CB,2205,13,4,0,Alan-Franco-2021-1,1
1163,2023,Jonathan-Dean,CHI,FB,1446,0,0,0,Jonathan-Dean-2023-1,1
1164,2023,Marinos-Tzionis,SKC,W,861,16,3,0,Marinos-Tzionis-2023-1,1
1165,2021,Mauricio-Pineda,CHI,CB,2619,15,7,1,Mauricio-Pineda-2021-1,1
1166,2022,George-Campbell,ATL,CB,1619,8,3,0,George-Campbell-2022-1,1
1167,2021,Erik-Holt,RSL,CB,1492,10,2,1,Erik-Holt-2021-1,1
1168,2022,Quinn-Sullivan,PHI,ST,316,5,1,1,Quinn-Sullivan-2022-1,1
1169,2023,Daniel-Edelman,NYRB,DM,1935,10,2,1,Daniel-Edelman-2023-1,1
1170,2023,Graham-Zusi,SKC,FB,970,9,2,0,Graham-Zusi-2023-1,1
1171,2023,Maxime-Chanot,NYC,CB,1924,15,4,1,Maxime-Chanot-2023-1,1
1172,2022,Guzmán-Corujo,CLT,CB,2271,13,4,1,Guzmán-Corujo-2022-1,1
1173,2021,Cameron-Duke,SKC,CM,745,7,4,2,Cameron-Duke-2021-1,1
1174,2022,Martín-Rodríguez,DCU,W,964,5,0,0,Martín-Rodríguez-2022-1,1
1175,2022,John-Nelson,CIN,FB,1332,3,0,0,John-Nelson-2022-1,1
1176,2022,Jakob-Glesnes,PHI,CB,3394,20,3,0,Jakob-Glesnes-2022-1,1
1177,2021,Rudy-Camacho,MTL,CB,3016,15,4,3,Rudy-Camacho-2021-1,1
1178,2023,Logan-Ndenbe,SKC,FB,1601,9,2,0,Logan-Ndenbe-2023-1,1
1179,2023,Maximiliano-Morález,NYC,AM,346,7,2,0,Maximiliano-Morález-2023-1,1
1180,2021,Yuya-Kubo,CIN,DM,2538,16,2,0,Yuya-Kubo-2021-1,1
1181,2022,Artur,CLB,DM,1813,23,4,0,Artur-2022-1,1
1182,2023,Adilson-Malanda,CLT,CB,2771,9,2,0,Adilson-Malanda-2023-1,1
1183,2022,Edwin-Mosquera,ATL,W,376,8,4,0,Edwin-Mosquera-2022-1,1
1184,2023,Leon-Flach,PHI,CM,1985,9,1,1,Leon-Flach-2023-1,1
1185,2023,Jesús-Bueno,PHI,CM,1121,11,5,0,Jesús-Bueno-2023-1,1
1186,2023,Aaron-Long,LAFC,CB,1694,8,1,0,Aaron-Long-2023-1,1
1187,2021,Jan-Gregus,MIN,DM,859,12,1,0,Jan-Gregus-2021-1,1
1188,2021,Janio-Bikel,VAN,CM,2528,6,2,1,Janio-Bikel-2021-1,1
1189,2022,Sebastian-Berhalter,VAN,CM,1117,13,4,0,Sebastian-Berhalter-2022-1,1
1190,2023,Lukas-MacNaughton,"TOR,-NSH",CB,1407,8,3,1,Lukas-MacNaughton-2023-1,1
1191,2023,Shanyder-Borgelin,MIA,ST,205,9,5,1,Shanyder-Borgelin-2023-1,1
1192,2021,Tayvon-Gray,NYC,FB,421,3,1,0,Tayvon-Gray-2021-1,1
1193,2021,Jack-McGlynn,PHI,CM,728,11,1,0,Jack-McGlynn-2021-1,1
1194,2023,Felipe-Hernandez,SKC,CM,379,7,3,1,Felipe-Hernandez-2023-1,1
1195,2022,Tyler-Blackett,CIN,CB,1504,7,1,0,Tyler-Blackett-2022-1,1
1196,2022,Jimmy-Medranda,SEA,FB,753,15,4,0,Jimmy-Medranda-2022-1,1
1197,2023,Jozy-Altidore,NER,ST,250,4,2,1,Jozy-Altidore-2023-1,1
1198,2023,Joshua-Atencio,SEA,DM,1014,10,3,1,Joshua-Atencio-2023-1,1
1199,2022,Cecilio-Domínguez,ATX,W,300,9,3,2,Cecilio-Domínguez-2022-1,1
1200,2023,José-Antonio-Martínez,FCD,CB,1603,6,1,1,José-Antonio-Martínez-2023-1,1
1201,2022,Ronald-Matarrita,CIN,FB,264,3,1,1,Ronald-Matarrita-2022-1,1
1202,2021,Bryce-Duke,LAFC,AM,552,6,1,0,Bryce-Duke-2021-1,1
1203,2021,Ema-Twumasi,FCD,FB,1873,6,1,0,Ema-Twumasi-2021-1,1
1204,2022,Ifunanyachi-Achara,TOR,W,457,6,5,0,Ifunanyachi-Achara-2022-1,1
1205,2022,Geoff-Cameron,CIN,CB,2294,8,2,0,Geoff-Cameron-2022-1,1
1206,2021,Maciel,NER,DM,1347,3,1,0,Maciel-2021-1,1
1207,2022,Anton-Tinnerholm,NYC,FB,661,5,1,0,Anton-Tinnerholm-2022-1,1
1208,2023,Sebastián-Blanco,POR,W,491,5,1,1,Sebastián-Blanco-2023-1,1
1209,2021,Jay-Chapman,MIA,CM,1308,9,5,0,Jay-Chapman-2021-1,1
1210,2022,Nicolás-Acevedo,NYC,DM,2525,20,5,0,Nicolás-Acevedo-2022-1,1
1211,2022,Tim-Parker,HOU,CB,2495,3,1,0,Tim-Parker-2022-1,1
1212,2023,Tim-Parker,STL,CB,2748,15,4,4,Tim-Parker-2023-1,1
1213,2022,Eric-Miller,NSH,FB,1489,2,0,0,Eric-Miller-2022-1,1
1214,2022,Allan-Cruz,CIN,CM,459,8,4,0,Allan-Cruz-2022-1,1
1215,2022,Russell-Teibert,VAN,CM,2231,10,1,0,Russell-Teibert-2022-1,1
1216,2022,Ravel-Morrison,DCU,CM,1044,16,5,2,Ravel-Morrison-2022-1,1
1217,2022,José-Andrés-Martínez,PHI,DM,2777,30,4,0,José-Andrés-Martínez-2022-1,1
1218,2021,Zico-Bailey,CIN,FB,730,6,5,1,Zico-Bailey-2021-1,1
1219,2023,Jake-Nerwinski,STL,FB,2345,5,1,0,Jake-Nerwinski-2023-1,1
1220,2021,Edward-Kizza,NER,ST,311,5,0,0,Edward-Kizza-2021-1,1
1221,2023,Dave-Romney,NER,CB,3268,14,3,1,Dave-Romney-2023-1,1
1222,2023,Eugene-Ansah,FCD,W,230,8,4,1,Eugene-Ansah-2023-1,1
1223,2022,José-Van-Rankin,POR,FB,2087,12,4,1,José-Van-Rankin-2022-1,1
1224,2021,Eric-Remedi,SJE,DM,2605,11,1,0,Eric-Remedi-2021-1,1
1225,2023,Gabriele-Corbo,MTL,CB,2400,16,2,0,Gabriele-Corbo-2023-1,1
1226,2021,Sam-Junqua,HOU,FB,1783,10,4,0,Sam-Junqua-2021-1,1
1227,2022,Daniel-Steres,HOU,CB,1500,7,3,2,Daniel-Steres-2022-1,1
1228,2023,José-Fajardo,DCU,ST,276,7,1,0,José-Fajardo-2023-1,1
1229,2022,Noble-Okello,TOR,CM,390,5,2,0,Noble-Okello-2022-1,1
1230,2022,Shaq-Moore,NSH,FB,972,13,1,0,Shaq-Moore-2022-1,1
1231,2022,Cristián-Gutiérrez,VAN,FB,691,3,0,0,Cristián-Gutiérrez-2022-1,1
1232,2021,Sam-Vines,COL,FB,785,6,3,1,Sam-Vines-2021-1,1
1233,2022,Victor-Pálsson,DCU,DM,939,15,3,0,Victor-Pálsson-2022-1,1
1234,2023,Isaiah-Parente,CLB,ST,81,4,1,0,Isaiah-Parente-2023-1,1
1235,2022,César-Araujo,ORL,DM,2702,17,2,0,César-Araujo-2022-1,1
1236,2022,Noel-Buck,NER,W,326,6,3,1,Noel-Buck-2022-1,1
1237,2021,Jesús-David-Murillo,LAFC,CB,3023,11,2,0,Jesús-David-Murillo-2021-1,1
1238,2022,Sega-Coulibaly,LAG,CB,2394,9,2,1,Sega-Coulibaly-2022-1,1
1239,2023,DeAndre-Yedlin,MIA,FB,2489,3,0,0,DeAndre-Yedlin-2023-1,1
1240,2023,Brad-Smith,HOU,FB,576,7,3,1,Brad-Smith-2023-1,1
1241,2022,Jackson-Ragen,SEA,CB,1544,6,2,0,Jackson-Ragen-2022-1,1
1242,2021,Mateo-Bajamich,HOU,ST,182,3,1,0,Mateo-Bajamich-2021-1,1
1243,2022,Darwin-Cerén,HOU,DM,1285,9,2,0,Darwin-Cerén-2022-1,1
1244,2022,Thomas-Edwards,NYRB,CB,1815,13,2,0,Thomas-Edwards-2022-1,1
1245,2022,Nicolas-Isimat-Mirin,SKC,CB,2506,7,4,0,Nicolas-Isimat-Mirin-2022-1,1
1246,2021,Jackson-Conway,ATL,ST,275,9,3,1,Jackson-Conway-2021-1,1
1247,2021,Collen-Warner,COL,CM,967,10,3,1,Collen-Warner-2021-1,1
1248,2022,Kelyn-Rowe,SEA,FB,1438,13,3,1,Kelyn-Rowe-2022-1,1
1249,2023,Obed-Vargas,SEA,DM,1442,4,1,0,Obed-Vargas-2023-1,1
1250,2021,Nicolás-Acevedo,NYC,DM,1492,12,2,0,Nicolás-Acevedo-2021-1,1
1251,2023,Tsiki-Ntsabeleng,FCD,AM,431,3,0,0,Tsiki-Ntsabeleng-2023-1,1
1252,2023,Gregore,MIA,DM,346,1,0,0,Gregore-2023-1,1
1253,2021,Sebastien-Ibeagha,"LAFC,-NYC",CB,1132,5,2,0,Sebastien-Ibeagha-2021-1,1
1254,2021,Amar-Sejdic,"MTL,-ATL",CM,899,8,1,0,Amar-Sejdic-2021-1,1
1255,2021,Tommy-Thompson,SJE,FB,797,0,0,0,Tommy-Thompson-2021-1,1
1256,2021,Gustavo-Vallecilla,CIN,CB,2190,12,6,2,Gustavo-Vallecilla-2021-1,1
1257,2022,Aníbal-Godoy,NSH,CM,1025,4,1,1,Aníbal-Godoy-2022-1,1
1258,2021,Zarek-Valentin,HOU,FB,2641,2,0,0,Zarek-Valentin-2021-1,1
1259,2021,Danny-Leyva,SEA,CM,989,8,3,0,Danny-Leyva-2021-1,1
1260,2023,Jonathan-Mensah,SJE,CB,2109,14,2,0,Jonathan-Mensah-2023-1,1
1261,2023,Victor-Wanyama,MTL,CM,1968,11,3,0,Victor-Wanyama-2023-1,1
1262,2023,Sergi-Palencia,LAFC,FB,1400,7,1,0,Sergi-Palencia-2023-1,1
1263,2023,Nemanja-Radoja,SKC,DM,1801,9,1,0,Nemanja-Radoja-2023-1,1
1264,2021,Kelvin-Leerdam,MIA,FB,1885,7,2,0,Kelvin-Leerdam-2021-1,1
1265,2022,Emiliano-Rigoni,ATX,W,311,3,1,0,Emiliano-Rigoni-2022-1,1
1266,2021,Tanner-Beason,SJE,CB,2140,14,3,0,Tanner-Beason-2021-1,1
1267,2022,Marcos-López,SJE,FB,1515,15,2,1,Marcos-López-2022-1,1
1268,2023,Yamil-Asad,DCU,W,648,11,4,0,Yamil-Asad-2023-1,1
1269,2023,Joaquín-Torres,PHI,AM,422,13,2,1,Joaquín-Torres-2023-1,1
1270,2023,Déiber-Caicedo,VAN,CM,283,5,2,0,Déiber-Caicedo-2023-1,1
1271,2022,Kemar-Lawrence,MIN,FB,2506,8,3,1,Kemar-Lawrence-2022-1,1
1272,2023,Michael-Halliday,ORL,FB,877,3,0,0,Michael-Halliday-2023-1,1
1273,2023,Micael,HOU,CB,2106,8,1,1,Micael-2023-1,1
1274,2022,Eric-Remedi,SJE,DM,1556,11,4,0,Eric-Remedi-2022-1,1
1275,2023,Edwin-Cerrillo,"LAG,-FCD",DM,2293,17,3,0,Edwin-Cerrillo-2023-1,1
1276,2021,Andy-Polo,POR,ST,202,0,0,0,Andy-Polo-2021-1,1
1277,2023,Geovane,FCD,FB,1094,11,4,0,Geovane-2023-1,1
1278,2023,Lalas-Abubakar,COL,CB,2119,8,5,2,Lalas-Abubakar-2023-1,1
1279,2021,Griffin-Yow,DCU,FB,290,6,2,1,Griffin-Yow-2021-1,1
1280,2023,Stephen-Turnbull,NYC,FB,552,1,0,0,Stephen-Turnbull-2023-1,1
1281,2021,Derrick-Jones,HOU,DM,1238,2,0,0,Derrick-Jones-2021-1,1
1282,2022,Rodrigo-Schlegel,ORL,CB,2423,10,1,1,Rodrigo-Schlegel-2022-1,1
1283,2021,Moses-Nyeman,DCU,CM,896,6,2,0,Moses-Nyeman-2021-1,1
1284,2022,Aidan-Morris,CLB,DM,2008,13,1,0,Aidan-Morris-2022-1,1
1285,2023,Andy-Najar,DCU,FB,1256,11,1,0,Andy-Najar-2023-1,1
1286,2023,John-Nelson,STL,FB,1397,5,2,0,John-Nelson-2023-1,1
1287,2022,Alan-Benítez,MIN,FB,640,5,3,1,Alan-Benítez-2022-1,1
1288,2022,Jacen-Russel-Rowe,CLB,ST,255,4,1,0,Jacen-Russel-Rowe-2022-1,1
1289,2021,Pablo-Bonilla,POR,FB,1458,8,1,0,Pablo-Bonilla-2021-1,1
1290,2021,Anthony-Fontana,PHI,CM,409,6,2,0,Anthony-Fontana-2021-1,1
1291,2023,Kyle-Hiebert,STL,FB,2379,11,3,2,Kyle-Hiebert-2023-1,1
1292,2022,Andrés-Perea,ORL,DM,949,12,3,1,Andrés-Perea-2022-1,1
1293,2021,Florian-Jungwirth,"VAN,-SJE",CB,2429,8,3,1,Florian-Jungwirth-2021-1,1
1294,2022,Robin-Jansson,ORL,CB,2185,15,4,1,Robin-Jansson-2022-1,1
1295,2023,Carlos-Ferreira,HOU,ST,363,7,3,0,Carlos-Ferreira-2023-1,1
1296,2021,Milton-Valenzuela,CLB,FB,948,6,0,0,Milton-Valenzuela-2021-1,1
1297,2023,Bertin-Jacquesson,RSL,W,400,12,4,0,Bertin-Jacquesson-2023-1,1
1298,2023,Danny-Leyva,"SEA,-COL",CM,746,5,3,0,Danny-Leyva-2023-1,1
1299,2023,Éric-Davis,DCU,FB,605,3,0,0,Éric-Davis-2023-1,1
1300,2023,Erik-Hurtado,DCU,ST,329,8,5,0,Erik-Hurtado-2023-1,1
1301,2021,Maxime-Chanot,NYC,CB,2859,17,3,0,Maxime-Chanot-2021-1,1
1302,2021,Liam-Fraser,"TOR,-CLB",DM,1303,6,3,0,Liam-Fraser-2021-1,1
1303,2023,Dru-Yearwood,NYRB,CM,929,7,1,0,Dru-Yearwood-2023-1,1
1304,2022,Nnamdi-Chinonso-Offor,CHI,ST,303,5,1,1,Nnamdi-Chinonso-Offor-2022-1,1
1305,2023,Olivier-Mbaizo,PHI,FB,2054,10,1,0,Olivier-Mbaizo-2023-1,1
1306,2021,Marco-Farfan,LAFC,FB,1934,6,0,0,Marco-Farfan-2021-1,1
1307,2022,Zeca,HOU,FB,1263,5,2,0,Zeca-2022-1,1
1308,2022,Sean-Davis,NSH,CM,3085,14,5,1,Sean-Davis-2022-1,1
1309,2021,Victor-Ulloa,MIA,FB,1380,5,2,0,Victor-Ulloa-2021-1,1
1310,2022,Nikola-Vujnovic,SKC,ST,377,5,3,0,Nikola-Vujnovic-2022-1,1
1311,2023,Arquimides-Ordonez,CIN,ST,316,5,0,0,Arquimides-Ordonez-2023-1,1
1312,2023,Maximilian-Arfsten,CLB,FB,341,6,3,2,Maximilian-Arfsten-2023-1,1
1313,2021,Andy-Rose,VAN,CB,1809,6,2,2,Andy-Rose-2021-1,1
1314,2023,Sean-Davis,NSH,CM,1982,12,1,0,Sean-Davis-2023-1,1
1315,2022,Jonathan-Bornstein,CHI,FB,1330,5,1,1,Jonathan-Bornstein-2022-1,1
1316,2023,Raoul-Petretta,TOR,FB,1796,6,2,0,Raoul-Petretta-2023-1,1
1317,2021,Tony-Alfaro,DCU,CB,2018,10,1,1,Tony-Alfaro-2021-1,1
1318,2023,Alvas-Powell,CIN,FB,1041,5,1,0,Alvas-Powell-2023-1,1
1319,2022,Matt-Miazga,CIN,CB,899,5,2,2,Matt-Miazga-2022-1,1
1320,2023,Dario-Zuparic,POR,CB,3007,8,3,1,Dario-Zuparic-2023-1,1
1321,2023,Aníbal-Godoy,NSH,CM,1710,7,3,0,Aníbal-Godoy-2023-1,1
1322,2021,Jake-Nerwinski,VAN,FB,1904,7,3,1,Jake-Nerwinski-2021-1,1
1323,2023,Gaston-Gonzalez,ORL,W,765,6,3,0,Gaston-Gonzalez-2023-1,1
1324,2023,Efrain-Álvarez,LAG,W,429,8,2,0,Efrain-Álvarez-2023-1,1
1325,2023,Marco-Angulo,CIN,CM,909,8,0,0,Marco-Angulo-2023-1,1
1326,2023,Nathan-Byrne,CLT,FB,2821,6,4,0,Nathan-Byrne-2023-1,1
1327,2021,José-Andrés-Martínez,PHI,DM,2155,23,2,0,José-Andrés-Martínez-2021-1,1
1328,2023,Erik-Duenas,LAFC,CM,882,10,1,0,Erik-Duenas-2023-1,1
1329,2023,Andreu-Fontàs,SKC,CB,2551,12,1,0,Andreu-Fontàs-2023-1,1
1330,2022,Harrison-Afful,CLT,FB,1437,12,2,0,Harrison-Afful-2022-1,1
1331,2022,Tanner-Beason,SJE,CB,2431,5,1,0,Tanner-Beason-2022-1,1
1332,2023,Emmanuel-Iwe,MIN,W,69,4,1,0,Emmanuel-Iwe-2023-1,1
1333,2022,Jhon-Espinoza,CHI,FB,592,4,0,0,Jhon-Espinoza-2022-1,1
1334,2023,Sergio-Busquets,MIA,DM,941,1,0,0,Sergio-Busquets-2023-1,1
1335,2021,Joe-Gyau,CIN,FB,1832,10,3,0,Joe-Gyau-2021-1,1
1336,2023,Nick-Hagglund,CIN,CB,2383,8,1,1,Nick-Hagglund-2023-1,1
1337,2023,Nacho-Gil,NER,W,561,4,1,0,Nacho-Gil-2023-1,1
1338,2021,Emmanuel-Más,ORL,FB,790,4,2,0,Emmanuel-Más-2021-1,1
1339,2022,Felipe-Mora,POR,ST,119,3,2,1,Felipe-Mora-2022-1,1
1340,2022,Ralph-Priso-Mbongue,"COL,-TOR",CM,533,3,3,1,Ralph-Priso-Mbongue-2022-1,1
1341,2022,Wilfrid-Kaptoum,NER,DM,1155,11,2,1,Wilfrid-Kaptoum-2022-1,1
1342,2021,Kamal-Miller,MTL,CB,2616,7,2,1,Kamal-Miller-2021-1,1
1343,2023,Tommy-Thompson,SJE,W,459,8,1,0,Tommy-Thompson-2023-1,1
1344,2022,Andy-Najar,DCU,FB,1816,8,2,0,Andy-Najar-2022-1,1
1345,2023,Nuno-Santos,CLT,CM,244,5,2,0,Nuno-Santos-2023-1,1
1346,2021,Anton-Walkes,ATL,CB,3038,14,5,2,Anton-Walkes-2021-1,1
1347,2023,Aimé-Mabika,TOR,CB,1644,6,1,0,Aimé-Mabika-2023-1,1
1348,2022,Tate-Schmitt,RSL,FB,950,7,3,2,Tate-Schmitt-2022-1,1
1349,2022,Christopher-Gloster,NYC,FB,531,4,2,1,Christopher-Gloster-2022-1,1
1350,2021,Bruno-Gaspar,VAN,FB,977,6,2,1,Bruno-Gaspar-2021-1,1
1351,2021,Tristan-Blackmon,LAFC,CB,1442,7,1,1,Tristan-Blackmon-2021-1,1
1352,2022,Sofiane-Djeffal,DCU,CM,1857,13,1,0,Sofiane-Djeffal-2022-1,1
1353,2022,Kyle-Smith,ORL,FB,1592,8,5,2,Kyle-Smith-2022-1,1
1354,2022,Kimarni-Smith,DCU,FB,440,8,3,1,Kimarni-Smith-2022-1,1
1355,2022,Aké-Arnaud-Loba,NSH,ST,421,4,1,1,Aké-Arnaud-Loba-2022-1,1
1356,2021,Shane-O'Neill,SEA,CB,2025,7,1,1,Shane-O'Neill-2021-1,1
1357,2023,Kevin-O'Toole,NYC,FB,1269,6,3,0,Kevin-O'Toole-2023-1,1
1358,2023,Sean-Rea,MTL,AM,811,5,2,0,Sean-Rea-2023-1,1
1359,2023,Julián-Aude,LAG,FB,1307,11,1,0,Julián-Aude-2023-1,1
1360,2023,Samuel-Adekugbe,VAN,FB,438,2,0,0,Samuel-Adekugbe-2023-1,1
1361,2022,Milos-Degenek,CLB,CB,2499,11,1,0,Milos-Degenek-2022-1,1
1362,2022,Danny-Leyva,SEA,CM,1046,8,0,0,Danny-Leyva-2022-1,1
1363,2021,Matt-Hedges,FCD,CB,1601,10,1,1,Matt-Hedges-2021-1,1
1364,2023,David-Junior-Hoilett,VAN,ST,261,5,0,0,David-Junior-Hoilett-2023-1,1
1365,2023,Bode-Davis,RSL,FB,1240,8,1,0,Bode-Davis-2023-1,1
1366,2022,Ethan-Zubak,NSH,ST,259,4,2,0,Ethan-Zubak-2022-1,1
1367,2021,Larrys-Mabiala,POR,CB,2055,7,1,0,Larrys-Mabiala-2021-1,1
1368,2021,Brent-Kallman,MIN,CB,1412,9,5,2,Brent-Kallman-2021-1,1
1369,2021,Joseph-Mora,DCU,FB,1686,5,1,0,Joseph-Mora-2021-1,1
1370,2023,Kosi-Thompson,TOR,CM,650,5,3,1,Kosi-Thompson-2023-1,1
1371,2023,Njabulo-Blom,STL,DM,2068,12,2,1,Njabulo-Blom-2023-1,1
1372,2022,David-Ayala,POR,CM,852,11,3,0,David-Ayala-2022-1,1
1373,2023,Robin-Jansson,ORL,CB,3206,4,0,0,Robin-Jansson-2023-1,1
1374,2023,Sergii-Kryvstov,MIA,CB,2352,5,1,1,Sergii-Kryvstov-2023-1,1
1375,2023,Felipe,ORL,DM,583,8,3,0,Felipe-2023-1,1
1376,2021,Kekuta-Manneh,ATX,W,408,13,3,0,Kekuta-Manneh-2021-1,1
1377,2022,Donovan-Pines,DCU,CB,1619,7,0,0,Donovan-Pines-2022-1,1
1378,2021,Eddie-Segura,LAFC,CB,1403,8,2,0,Eddie-Segura-2021-1,1
1379,2023,Ian-Harkes,NER,DM,653,6,4,2,Ian-Harkes-2023-1,1
1380,2021,Abu-Danladi,NSH,ST,130,7,5,1,Abu-Danladi-2021-1,1
1381,2023,Nouhou-Tolo,SEA,FB,2200,8,2,0,Nouhou-Tolo-2023-1,1
1382,2023,Ahmed-Hamdi,MTL,AM,546,5,3,1,Ahmed-Hamdi-2023-1,1
1383,2021,Tony-Rocha,NYC,ST,57,2,1,0,Tony-Rocha-2021-1,1
1384,2023,Erik-Sviatchenko,HOU,CB,1409,16,1,0,Erik-Sviatchenko-2023-1,1
1385,2021,Brandon-Servania,FCD,DM,1016,14,4,0,Brandon-Servania-2021-1,1
1386,2021,Jordan-Perruzza,TOR,ST,158,4,1,1,Jordan-Perruzza-2021-1,1
1387,2023,Damian-Rivera,NER,W,217,6,2,0,Damian-Rivera-2023-1,1
1388,2021,Teenage-Hadebe,HOU,CB,1635,7,0,0,Teenage-Hadebe-2021-1,1
1389,2023,Jesús-David-Murillo,LAFC,CB,1501,9,0,0,Jesús-David-Murillo-2023-1,1
1390,2021,Jhegson-Méndez,ORL,DM,1284,8,1,1,Jhegson-Méndez-2021-1,1
1391,2023,Maya-Yoshida,LAG,CB,1108,9,3,1,Maya-Yoshida-2023-1,1
1392,2022,Darren-Yapi,COL,ST,223,8,4,0,Darren-Yapi-2022-1,1
1393,2023,Uri-Rosell,LAG,DM,937,3,0,0,Uri-Rosell-2023-1,1
1394,2022,Xavier-Arreaga,SEA,CB,2355,9,3,1,Xavier-Arreaga-2022-1,1
1395,2021,Kwadwo-Opoku,LAFC,W,268,5,2,0,Kwadwo-Opoku-2021-1,1
1396,2023,Filip-Yavorov-Krastev,LAFC,CM,196,6,3,1,Filip-Yavorov-Krastev-2023-1,1
1397,2023,Sean-Zawadzki,CLB,CB,1707,14,6,3,Sean-Zawadzki-2023-1,1
1398,2022,Gabriele-Corbo,MTL,CB,1268,4,0,0,Gabriele-Corbo-2022-1,1
1399,2023,Dante-Sealy,FCD,W,331,2,1,0,Dante-Sealy-2023-1,1
1400,2021,Danny-Hoesen,ATX,ST,329,6,0,0,Danny-Hoesen-2021-1,1
1401,2021,Wyatt-Omsberg,CHI,CB,840,6,0,0,Wyatt-Omsberg-2021-1,1
1402,2022,Sami-Guediri,DCU,FB,867,3,0,0,Sami-Guediri-2022-1,1
1403,2021,Jürgen-Damm,ATL,W,201,1,0,0,Jürgen-Damm-2021-1,1
1404,2022,Johan-Kappelhof,RSL,CB,591,5,1,1,Johan-Kappelhof-2022-1,1
1405,2021,Emerson-Hyndman,ATL,CM,669,6,1,1,Emerson-Hyndman-2021-1,1
1406,2023,Jalen-Neal,LAG,CB,1431,3,1,1,Jalen-Neal-2023-1,1
1407,2023,Justin-Rennicks,NER,W,464,3,1,0,Justin-Rennicks-2023-1,1
1408,2022,Rudy-Camacho,MTL,CB,2746,9,2,1,Rudy-Camacho-2022-1,1
1409,2021,Elliot-Collier,CHI,ST,403,7,3,0,Elliot-Collier-2021-1,1
1410,2021,Jorge-Villafaña,LAG,FB,1851,6,1,0,Jorge-Villafaña-2021-1,1
1411,2022,Dario-Zuparic,POR,CB,2455,10,0,0,Dario-Zuparic-2022-1,1
1412,2023,Russell-Canouse,DCU,CM,2435,11,2,0,Russell-Canouse-2023-1,1
1413,2023,Ousseni-Bouda,SJE,W,212,8,1,1,Ousseni-Bouda-2023-1,1
1414,2022,Wil-Trapp,MIN,DM,2288,11,3,0,Wil-Trapp-2022-1,1
1415,2023,Damion-Lowe,PHI,CB,1306,11,3,2,Damion-Lowe-2023-1,1
1416,2023,Akil-Watts,STL,FB,931,3,0,0,Akil-Watts-2023-1,1
1417,2023,Hassan-Ndam,NYRB,CB,786,8,3,0,Hassan-Ndam-2023-1,1
1418,2022,Lukas-MacNaughton,TOR,CB,1975,6,1,0,Lukas-MacNaughton-2022-1,1
1419,2021,Tom-Pettersson,CIN,CB,390,4,1,0,Tom-Pettersson-2021-1,1
1420,2022,Victor-Ulloa,MIA,CM,457,1,1,0,Victor-Ulloa-2022-1,1
1421,2021,Lalas-Abubakar,COL,CB,2118,11,2,2,Lalas-Abubakar-2021-1,1
1422,2021,Jack-Maher,NSH,CB,1677,4,1,1,Jack-Maher-2021-1,1
1423,2022,Ryan-Sailor,MIA,CB,1705,6,1,0,Ryan-Sailor-2022-1,1
1424,2023,Mohanad-Jeahze,DCU,FB,407,4,0,0,Mohanad-Jeahze-2023-1,1
1425,2023,George-Campbell,MTL,CB,1970,5,2,1,George-Campbell-2023-1,1
1426,2022,Luis-Martins,VAN,FB,524,5,1,0,Luis-Martins-2022-1,1
1427,2023,Hugo-Mbongue,TOR,ST,306,1,1,0,Hugo-Mbongue-2023-1,1
1428,2021,Justin-McMaster,MIN,W,162,4,1,0,Justin-McMaster-2021-1,1
1429,2023,Michael-Bradley,TOR,DM,1498,6,4,1,Michael-Bradley-2023-1,1
1430,2022,Arquimides-Ordonez,CIN,W,123,7,1,0,Arquimides-Ordonez-2022-1,1
1431,2023,Adrián-Cubas,VAN,DM,2371,5,2,0,Adrián-Cubas-2023-1,1
1432,2021,Waylon-Francis,CLB,FB,1491,1,0,0,Waylon-Francis-2021-1,1
1433,2023,Adam-Lundkvist,ATX,FB,967,6,3,0,Adam-Lundkvist-2023-1,1
1434,2021,Donny-Toia,RSL,FB,1447,15,2,0,Donny-Toia-2021-1,1
1435,2022,Logan-Ndenbe,SKC,FB,1931,7,1,0,Logan-Ndenbe-2022-1,1
1436,2022,Emerson-Hyndman,ATL,DM,333,2,2,0,Emerson-Hyndman-2022-1,1
1437,2022,Taylor-Washington,NSH,FB,688,2,0,0,Taylor-Washington-2022-1,1
1438,2022,Bakaye-Dibassy,MIN,CB,2468,8,2,1,Bakaye-Dibassy-2022-1,1
1439,2023,Justin-Rasmussen,POR,FB,378,1,0,0,Justin-Rasmussen-2023-1,1
1440,2023,Harrison-Afful,CLT,FB,1068,4,1,0,Harrison-Afful-2023-1,1
1441,2021,Michael-Boxall,MIN,CB,2391,9,1,0,Michael-Boxall-2021-1,1
1442,2022,Kieran-Gibbs,MIA,FB,695,5,4,0,Kieran-Gibbs-2022-1,1
1443,2023,Alfredo-Morales,NYC,CM,1323,11,1,0,Alfredo-Morales-2023-1,1
1444,2021,Andrew-Brody,RSL,FB,1174,3,0,0,Andrew-Brody-2021-1,1
1445,2023,Dylan-Nealis,NYRB,CB,1187,10,1,0,Dylan-Nealis-2023-1,1
1446,2022,Jonathan-Bell,NER,CB,1145,3,1,1,Jonathan-Bell-2022-1,1
1447,2022,Matías-Vera,HOU,DM,2376,10,1,0,Matías-Vera-2022-1,1
